/* DATA DESCRIPTION:
Citation:	Milcu, Alexandru; Puga-Freitas, Ruben; Ellison, Aaron M; Blouin, Manuel; Scheu, Stefan; Girin, Thomas; Freschet, Grégoire T; Rose, Laura; Scherer-Lorenzen, Michael; Barot, Sebastien; Lata, Jean-Christophe; Cesarz, Simone; Eisenhauer, Nico; Gigon, Agnès; Weigelt, Alexandra; Hansart, Amandine; Greiner, Anna; Pando, Anne; Gessler, Arthur; Grignani, Carlo; Assandri, Davide; Gleixner, Gerd; LeGalliard, Jean-Francois; Urban-Mead, Katherine; Zavattaro, Laura; Müller, Marina E H; Lange, Markus; Lukac, Martin; Bonkowski, Michael; Mannerheim, Neringa; Buchmann, Nina; Butenschoen, Olaf; Rotter, Paula; Seyhun, Rahme; Devidal, Sébastien; Kayler, Zachary; Roy, Jacques (2017): Data from 14 labortories testing the impact of introduced variability on the reproducibility of a microcosm ecological experiment. PANGAEA, https://doi.org/10.1594/PANGAEA.880980, 
	Supplement to: Milcu, A et al. (2018): Genotypic variability enhances the reproducibility of an ecological study. Nature Ecology & Evolution, 2, 279-287, https://doi.org/10.1038/s41559-017-0434-x
Abstract:	Although microcosm experiments are a frequent tool used to address fundamental ecological questions, there has been no quantitative assessment of the reproducibility of any microcosm experiment. This dataset contains the response variables measured in a multi-laboratory microcosm study in which the same microcosm experiment was repeated in 14 laboratories across Europe. All laboratories simultaneously run a simple microcosm experiment using grass (Brachypodium distachyon L.) monocultures and grass and legume (Medicago truncatula Gaertn.) mixtures. All twelve variables were then used to calculate the effect of the presence of nitrogen-fixing legume on the grass-legume mixtures (i.e. the net legume effect).
	The project tested a controversial hypotheses postulating that stringent levels of environmental and biotic standardization in experimental studies reduces reproducibility by amplifying impacts of lab-specific environmental factors not accounted for in the experimental design. This implies that the deliberate introduction of controlled systematic variability (CSV) in experimental designs can increase reproducibility. To test this hypothesis, each laboratory followed the same experimental protocol and introduced environmental and genotypic controlled systematic variability (CSV) within and among replicated microcosms established in either growth chambers (with stringent control of environmental conditions) or glasshouses (with more variable environmental conditions). Data were used to test the extent to which the effect size of the net legume effect varied with the CSV treatment and to estimate the number of laboratories that produced results that can be considered reproducible.
Parameter(s):	Laboratory (Lab) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Method comment (Method comm) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: type of setup
	Identification (ID) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: Microcosm ID
	Block (Block) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Treatment (Treat) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: legume
	Treatment (Treat) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: controlled systematic variabiliy
	Genotype (Genotype) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Biomass, dry mass [g] (Biom dm) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: seed
	Biomass, dry mass [g] (Biom dm) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: shoot
	Biomass, dry mass [g] (Biom dm) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: root
	Biomass, dry mass [g] (Biom dm) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: total
	Root/shoot ratio (Root/shoot) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: biomass
	Brachypodium distachyon, height [cm] (B. distachyon height) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Nitrogen, shoot [%] (N shoot) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Carbon, shoot [%] (C shoot) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	δ15N [‰ air] (δ15N) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	δ13C [‰ PDB] (δ13C) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Evapotranspiration [ml/day] (ET) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr)
	Litter [g] (Litter) * PI: Milcu, Alexandru (https://orcid.org/0000-0002-2889-1234, alex.milcu@cnrs.fr) * COMMENT: mass remaining
License:	Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported (CC-BY-NC-ND-3.0)
Size:	18824 data points
*/
Lab	Method comm	ID	Block	Treat (legume)	Treat (controlled systematic variabiliy)	Genotype	Biom dm [g] (seed)	Biom dm [g] (shoot)	Biom dm [g] (root)	Biom dm [g] (total)	Root/shoot	B. distachyon height [cm]	N shoot [%]	C shoot [%]	δ15N [‰ air]	δ13C [‰ PDB]	ET [ml/day]	Litter [g]
L11	greenhouse	11	block1	B	GENw	B2	4.613	5.273	1.218	11.104	1.218	36.2	1.724	45.172	6.271	-30.974	318.4	0.40
L11	greenhouse	12	block1	B	GENw	B2	4.055	2.906	1.077	8.038	1.077	34.5	2.215	44.367	6.286	-32.234	206.1	0.52
L11	greenhouse	13	block1	B	GENb	B1	4.356	2.323	0.274	6.953	0.274	30.6	2.226	43.728	3.904	-31.703	162.3	0.51
L11	greenhouse	14	block1	B	GENb	B2	4.462	4.040	0.646	9.148	0.646	35.8	2.118	42.802	5.118	-31.467	254.8	0.68
L11	greenhouse	15	block1	B	GENb	B2	2.688	6.778	0.766	10.232	0.766	36.3	2.023	44.914	6.123	-31.290	406.6	0.66
L11	greenhouse	16	block1	B	ENVw+GENw	B2	5.469	4.085	0.777	10.331	0.777	33.8	2.110	44.028	4.423	-30.107	281.6	0.53
L11	greenhouse	17	block1	B	ENVw+GENw	B2	5.162	3.491	0.919	9.572	0.919	32.8	2.159	44.912	4.104	-31.419	216.2	0.45
L11	greenhouse	18	block1	B	ENVw+GENw	B2	3.373	5.595	1.004	9.972	1.004	36.1	1.907	44.077	4.591	-30.987	257.3	0.53
L11	greenhouse	19	block1	BM	CTR	B1	1.384	10.922	1.245	13.551	1.245	29.2	1.665	42.706	4.861	-31.530	278.2	0.45
L11	greenhouse	20	block1	BM	CTR	B1	0.428	9.679	1.166	11.273	1.166		1.598	42.593	4.979	-32.438	301.2	0.62
L11	greenhouse	21	block1	BM	CTR	B1	1.418	8.223	1.025	10.666	1.025	30.8	1.397	42.895	4.222	-31.926	225.3	0.52
L11	greenhouse	22	block1	BM	ENVw	B1	2.089	10.095	1.883	14.067	1.883	30.5	1.586	43.082	4.364	-31.229	243.6	0.67
L11	greenhouse	23	block1	BM	ENVw	B1	2.636	6.595	0.926	10.157	0.926	31.2	1.662	44.843	3.595	-31.533	261.1	0.67
L11	greenhouse	24	block1	BM	ENVw	B1	1.911	10.253	1.024	13.188	1.024	29.7	1.744	42.475	4.245	-31.589	218.4	0.53
L11	greenhouse	25	block1	BM	ENVb	B1	1.836	9.049	1.199	12.084	1.199	30.5	1.366	45.509	5.958	-31.611	272.1	0.51
L11	greenhouse	26	block1	BM	ENVb	B1	1.558	9.307	1.124	11.989	1.124	29.8	1.728	43.098	4.145	-32.166	241.5	0.47
L11	greenhouse	27	block1	BM	ENVb	B1	2.098	8.800	0.981	11.879	0.981	27.7	1.749	42.614	4.666	-30.694	258.7	0.59
L11	greenhouse	28	block1	BM	GENw	B1	2.661	9.118	1.668	13.447	1.668	39.3	1.749	44.836	5.297	-30.711	288.1	0.47
L11	greenhouse	29	block1	BM	GENw	B1	1.620	10.432	1.606	13.658	1.606	30.7					313.9	0.52
L11	greenhouse	30	block1	BM	GENw	B1	1.608	8.851	1.666	12.125	1.666	40.3	1.182	43.859	5.260	-31.228		0.51
L11	greenhouse	31	block1	BM	GENb	B1	1.475	9.060	0.830	11.365	0.830	31.7	1.347	43.205	4.868	-31.098	235.9	0.73
L11	greenhouse	32	block1	BM	GENb	B1	1.564	8.769	1.701	12.034	1.701	35.2	1.361	43.175	5.865	-31.358	334.7	0.55
L11	greenhouse	33	block1	BM	GENb	B1	1.892	8.886	1.535	12.313	1.535	36.7	1.440	42.421		-31.981	273.1	0.53
L11	greenhouse	34	block1	BM	ENVw+GENw	B1	2.371	10.253	1.617	14.241	1.617	34.7	1.538	44.214	4.026	-30.533	299.6	0.57
L11	greenhouse	35	block1	BM	ENVw+GENw	B1	1.519	10.158	1.884	13.561	1.884	32.3	1.648	42.779	5.024	-31.070	271.4	0.72
L11	greenhouse	36	block1	BM	ENVw+GENw	B1	1.627	8.820	1.883	12.330	1.883	32.0	2.222	44.519	4.433	-30.405	302.9	0.55
L11	greenhouse	37	block2	B	CTR	B1	3.215	2.532	0.570	6.317	0.570	31.6	2.429	43.184	3.398	-33.069	199.7	0.48
L11	greenhouse	38	block2	B	CTR	B1	4.542	2.762	0.642	7.946	0.642	36.0	2.480		3.806	-31.281	248.3	0.50
L11	greenhouse	39	block2	B	CTR	B1	3.929	2.732	0.682	7.343	0.682	34.8	2.156	42.552	3.422	-32.411	216.3	0.53
L11	greenhouse	40	block2	B	ENVw	B1	3.710	3.256	0.715	7.681	0.715	34.7	2.278	42.979	3.435	-32.194	200.8	0.50
L11	greenhouse	41	block2	B	ENVw	B1	2.980	2.466	0.524	5.970	0.524	29.7	2.262	42.924	2.716	-32.627	182.3	
L11	greenhouse	42	block2	B	ENVw	B1	3.038	2.282	0.591	5.911	0.591	33.3	2.547	42.932	2.674	-32.969	158.7	0.46
L11	greenhouse	43	block2	B	ENVb	B1	4.643	2.700	0.378	7.721	0.378	31.3	1.970	43.626	4.041	-31.933	255.2	0.59
L11	greenhouse	44	block2	B	ENVb	B1	3.274	2.424	0.591	6.289	0.591	31.8	2.343	44.598	3.188	-32.356	160.0	0.57
L11	greenhouse	45	block2	B	ENVb	B1	3.675	2.394	0.595	6.664	0.595	32.9	2.239	43.634	2.923	-32.511	180.6	0.56
L11	greenhouse	46	block2	B	GENw	B2	5.057	4.889	1.651	11.597	1.651	37.9	1.935	43.810	4.915	-30.621	295.5	0.58
L11	greenhouse	47	block2	B	GENw	B2	4.224	5.611	0.757	10.592	0.757	39.1	1.755	43.901	5.367	-30.907	351.4	0.66
L11	greenhouse	48	block2	B	GENw	B2	4.431	4.843	0.711	9.985	0.711	36.4	2.041	43.354	5.083	-31.704	319.2	0.54
L11	greenhouse	49	block2	B	GENb	B1	3.866	2.763	0.886	7.515	0.886	36.7	2.253	43.931	6.186	-32.294	255.6	0.51
L11	greenhouse	50	block2	B	GENb	B2	4.127	5.801	1.620	11.548	1.620	33.3	2.104	45.134	4.427	-30.663	276.8	0.41
L11	greenhouse	51	block2	B	GENb	B2	2.587	6.114	0.570	9.271	0.570	39.6	2.049	43.699	5.372	-31.786	331.6	0.42
L11	greenhouse	52	block2	B	ENVw+GENw	B2	4.247	5.125	1.726	11.098	1.726	34.9	2.273	45.105	4.179	-31.456	275.5	0.43
L11	greenhouse	53	block2	B	ENVw+GENw	B2	3.646	5.428	1.501	10.575	1.501	37.8	2.219	43.565	4.497	-30.828	275.2	0.54
L11	greenhouse	54	block2	B	ENVw+GENw	B2	3.088	5.506	1.453	10.047	1.453	37.7	2.256	42.718	3.756	-31.775	273.7	0.56
L11	greenhouse	55	block2	BM	CTR	B1	1.944	9.383	1.173	12.500	1.173	32.8	1.562	42.360	4.637	-31.797	281.9	0.49
L11	greenhouse	56	block2	BM	CTR	B1	2.000	9.196	1.211	12.407	1.211	31.3	1.672	42.500	4.339	-32.013	358.1	0.54
L11	greenhouse	57	block2	BM	CTR	B1	1.072	9.404	1.339	11.815	1.339	33.7	1.626	43.408	4.946	-31.881	297.6	0.46
L11	greenhouse	58	block2	BM	ENVw	B1	2.059	8.771	0.979	11.809	0.979	30.2	1.585	43.984	3.906	-31.988	249.3	0.60
L11	greenhouse	59	block2	BM	ENVw	B1	2.156	9.038	0.965	12.159	0.965	31.3	1.698	41.310	4.093	-31.289	288.3	0.63
L11	greenhouse	60	block2	BM	ENVw	B1	1.558	8.805	1.120	11.483	1.120	29.8	1.833	42.614	4.127	-31.094	246.5	0.49
L11	greenhouse	61	block2	BM	ENVb	B1	2.021	9.456	1.370	12.847	1.370	31.5	1.554	43.656	4.691	-32.167	287.9	0.40
L11	greenhouse	62	block2	BM	ENVb	B1	2.031	9.632	1.165	12.828	1.165	30.0	2.019	41.107	4.910	-32.266	329.5	0.45
L11	greenhouse	63	block2	BM	ENVb	B1	1.212	9.826	1.346	12.384	1.346		1.708	44.344	3.789	-32.667	267.3	0.59
L11	greenhouse	64	block2	BM	GENw	B1	2.304	8.644	1.135	12.083	1.135	36.3	1.569	45.356	4.564	-30.684	327.9	0.58
L11	greenhouse	65	block2	BM	GENw	B1	1.421	9.635	1.563	12.619	1.563	39.7	1.442	43.431	5.506	-31.628	347.4	0.44
L11	greenhouse	66	block2	BM	GENw	B1	2.242	9.301	1.694	13.237	1.694	36.0	1.814	42.029	4.724	-30.961	282.1	0.55
L11	greenhouse	67	block2	BM	GENb	B1	1.499	10.975	1.320	13.794	1.320	32.0	1.527	42.543	4.522	-32.015	364.3	0.53
L11	greenhouse	68	block2	BM	GENb	B1	2.162	9.189	1.700	13.051	1.700	41.2	1.547	42.479	4.503	-31.377	380.3	0.49
L11	greenhouse	69	block2	BM	GENb	B1	1.792	9.319	1.674	12.785	1.674	41.2	1.434	43.967	5.867	-31.978	261.5	0.47
L11	greenhouse	70	block2	BM	ENVw+GENw	B1	1.129	8.760	1.182	11.071	1.182	34.8	1.867	44.038	3.864	-30.784	238.3	0.58
L11	greenhouse	71	block2	BM	ENVw+GENw	B1	2.425	9.632	1.544	13.601	1.544	35.3	1.881	43.572	3.779	-30.620	309.6	
L11	greenhouse	72	block2	BM	ENVw+GENw	B1	3.189	8.587	1.833	13.609	1.833	41.8	1.604	45.270	4.235	-30.128	368.6	0.69
L12	greenhouse	1	block1	B	CTR	B1	3.442	2.038	0.765	6.245	0.765	29.8	2.280	41.693	3.331	-32.483	162.2	0.49
L12	greenhouse	2	block1	B	CTR	B1	3.216	2.350	0.392	5.957	0.392	32.3	2.775	42.875	2.625	-32.848	97.3	0.70
L12	greenhouse	3	block1	B	CTR	B1	4.310	2.979	0.434	7.723	0.434	34.2	2.387	43.250	4.047	-32.502	111.4	0.74
L12	greenhouse	4	block1	B	ENVw	B1	3.416	1.663	0.640	5.720	0.640	34.3	2.203	43.552	3.580	-31.658	188.9	0.63
L12	greenhouse	5	block1	B	ENVw	B1	3.271	2.043	0.748	6.062	0.748	32.5	2.102	41.883	3.072	-32.140	157.9	0.61
L12	greenhouse	6	block1	B	ENVw	B1	4.394	2.420	0.582	7.396	0.582	28.7	1.595	41.638		-33.229	114.2	0.65
L12	greenhouse	7	block1	B	ENVb	B1	3.022	1.895	0.665	5.582	0.665	32.9	2.526	41.307	5.338	-32.728	77.6	0.55
L12	greenhouse	8	block1	B	ENVb	B1	4.076	2.792	0.643	7.511	0.643	33.1	2.165	42.455	3.200	-32.261	145.2	0.79
L12	greenhouse	9	block1	B	ENVb	B1	4.559	2.749	0.812	8.120	0.812	33.2	2.550	41.975	3.517	-32.449	129.7	
L12	greenhouse	10	block1	B	GENw	B2	3.414	5.361	1.088	9.863	1.088	39.8	1.942	40.637	5.144	-31.471	218.6	0.44
L12	greenhouse	11	block1	B	GENw	B2	3.058	6.169	1.329	10.557	1.329	37.2	1.891	41.016	4.576	-31.478	183.3	0.64
L12	greenhouse	12	block1	B	GENw	B2	3.566	5.060	0.569	9.195	0.569	39.6	1.987	41.881	3.685	-31.440	284.8	0.74
L12	greenhouse	13	block1	B	GENb	B1	2.602	1.596	0.422	4.620	0.422	33.2	2.661	41.673	3.716	-32.770	159.3	0.71
L12	greenhouse	14	block1	B	GENb	B2	4.280	4.847	0.785	9.913	0.785	35.8	2.325	41.647	5.357	-31.670	208.7	0.60
L12	greenhouse	15	block1	B	GENb	B2	5.299	4.401	1.932	11.632	1.932	39.9	1.993	42.914	4.021	-30.951	204.5	0.45
L12	greenhouse	16	block1	B	ENVw+GENw	B2	3.625	3.503	1.729	8.857	1.729	38.6	2.071	41.915	3.698	-31.123	176.3	0.71
L12	greenhouse	17	block1	B	ENVw+GENw	B2	4.719	4.094	1.219	10.033	1.219	37.6	2.042	42.523		-31.724	225.6	
L12	greenhouse	18	block1	B	ENVw+GENw	B2	5.078	3.629	1.809	10.516	1.809	32.7	2.279	42.359	3.468	-31.384	198.8	0.62
L12	greenhouse	19	block1	BM	CTR	B1	1.549	8.428	1.516	11.493	1.516	28.5	2.158	41.132	5.141	-32.148	148.1	0.52
L12	greenhouse	20	block1	BM	CTR	B1	2.028	8.939	1.288	12.255	1.288	33.3	1.755	40.039	4.596	-31.887	176.3	0.51
L12	greenhouse	21	block1	BM	CTR	B1	1.209	10.461	2.166	13.835	2.166	30.7	2.175	41.386	5.030	-31.873	165.0	0.66
L12	greenhouse	22	block1	BM	ENVw	B1	2.057	8.056	1.919	12.032	1.919	30.7	2.158	42.023	4.500	-31.273	155.1	0.50
L12	greenhouse	23	block1	BM	ENVw	B1	1.688	9.251	1.360	12.300	1.360	31.7	1.763	43.225	3.990	-31.738	196.0	0.89
L12	greenhouse	24	block1	BM	ENVw	B1	2.008	9.554	1.374	12.936	1.374	31.8	2.575	40.121	4.157	-31.741	184.7	0.76
L12	greenhouse	25	block1	BM	ENVb	B1	2.064	9.037	1.382	12.483	1.382	32.0	1.728	40.987	4.176	-31.884	218.6	0.50
L12	greenhouse	26	block1	BM	ENVb	B1	1.446	10.762	1.302	13.509	1.302	29.7	1.948	41.746	4.183	-31.381	156.5	0.65
L12	greenhouse	27	block1	BM	ENVb	B1	2.063	9.589	1.663	13.314	1.663	31.2	2.022	40.328	4.195	-31.226	141.0	0.81
L12	greenhouse	28	block1	BM	GENw	B1	1.942	10.810	2.088	14.840	2.088	40.3	2.267	40.874	4.833	-30.893	188.9	0.58
L12	greenhouse	29	block1	BM	GENw	B1	2.136	10.084	1.960	14.180	1.960	36.2					225.6	0.60
L12	greenhouse	30	block1	BM	GENw	B1	1.730	10.560	1.880	14.170	1.880	42.0	1.855	43.361	5.680	-31.126	212.9	0.60
L12	greenhouse	31	block1	BM	GENb	B1	1.834	7.383	1.308	10.525	1.308	32.8	1.833	41.348	4.958	-32.516	145.2	0.60
L12	greenhouse	32	block1	BM	GENb	B1	1.638	9.868	2.193	13.698	2.193	37.5	1.186	42.658	4.804	-30.724	282.0	0.67
L12	greenhouse	33	block1	BM	GENb	B1	1.336	10.284	1.629	13.248	1.629	38.7	2.070	41.628	4.791	-32.001	243.9	0.56
L12	greenhouse	34	block1	BM	ENVw+GENw	B1	1.804	10.034	2.439	14.278	2.439	38.7	1.837	43.613	3.833	-30.809	231.2	0.71
L12	greenhouse	35	block1	BM	ENVw+GENw	B1	2.300	9.587	1.649	13.536	1.649	31.7	2.240	42.714	4.112	-29.827	190.4	0.87
L12	greenhouse	36	block1	BM	ENVw+GENw	B1	1.971	9.501	2.208	13.680	2.208	35.3	1.595	43.380	4.389	-30.646	245.3	0.62
L12	greenhouse	37	block2	B	CTR	B1	4.458	3.284	0.489	8.231	0.489	36.0	1.931	42.444	4.649	-32.188	231.2	0.62
L12	greenhouse	38	block2	B	CTR	B1	4.541	3.189	0.730	8.459	0.730	32.9	1.979	40.950	4.079	-32.109	207.3	0.80
L12	greenhouse	39	block2	B	CTR	B1	4.774	2.962	0.611	8.348	0.611	33.8	2.526	41.527	3.787	-32.446	220.0	0.68
L12	greenhouse	40	block2	B	ENVw	B1	3.972	2.843	0.476	7.291	0.476	30.5	2.131	42.276	3.178	-31.802	229.8	0.73
L12	greenhouse	41	block2	B	ENVw	B1	2.937	1.514	0.496	4.947	0.496	27.0	2.480	40.716	3.255	-32.514	157.9	0.58
L12	greenhouse	42	block2	B	ENVw	B1	3.538	2.741	0.566	6.845	0.566	35.2		40.906	2.947	-32.916	172.0	0.72
L12	greenhouse	43	block2	B	ENVb	B1	3.024	1.898	0.493	5.415	0.493	32.6		40.355	2.774	-32.462	167.8	0.52
L12	greenhouse	44	block2	B	ENVb	B1	3.481	3.125	0.601	7.208	0.601	33.3	2.024	42.704	3.418	-32.912	234.1	0.56
L12	greenhouse	45	block2	B	ENVb	B1	4.620	3.075	0.687	8.382	0.687	31.7	1.927	44.017	2.631	-32.208	208.7	0.67
L12	greenhouse	46	block2	B	GENw	B2	3.204	7.375	1.038	11.617	1.038	37.1	2.232	41.296	4.791	-31.166	324.3	0.66
L12	greenhouse	47	block2	B	GENw	B2	3.451	4.156	1.550	9.156	1.550	37.2	1.286	42.217	5.780	-31.999	245.3	0.50
L12	greenhouse	48	block2	B	GENw	B2	2.969	4.698	1.079	8.746	1.079	41.0	2.009	42.373	3.780	-32.461	297.5	0.56
L12	greenhouse	49	block2	B	GENb	B1	5.277	3.652	0.629	9.558	0.629	34.8	2.378	40.880	3.889	-32.089	262.3	
L12	greenhouse	50	block2	B	GENb	B2	4.422	5.931	1.762	12.115	1.762	35.1	1.761	44.128	3.642	-30.819	338.4	0.59
L12	greenhouse	51	block2	B	GENb	B2	3.182	6.228	1.450	10.860	1.450	38.1	2.093	43.593	3.874	-31.511	315.8	0.59
L12	greenhouse	52	block2	B	ENVw+GENw	B2	4.140	6.510	1.287	11.937	1.287	35.3	1.862	43.175	4.585	-30.258	284.8	0.59
L12	greenhouse	53	block2	B	ENVw+GENw	B2	4.669	6.599	1.485	12.753	1.485	37.8	2.284	40.772	4.769	-30.453	265.1	0.69
L12	greenhouse	54	block2	B	ENVw+GENw	B2	3.455	5.873	1.099	10.426	1.099	35.8	2.011	43.479	3.850	-31.311	269.3	0.57
L12	greenhouse	55	block2	BM	CTR	B1	1.471	9.514	1.330	12.315	1.330	32.5	2.081	39.778	3.853	-32.315	246.8	0.49
L12	greenhouse	56	block2	BM	CTR	B1	1.536	9.182	1.602	12.320	1.602	33.8	1.933	43.032	4.797	-31.304	325.7	0.48
L12	greenhouse	57	block2	BM	CTR	B1	0.486	10.539	1.293	12.318	1.293		1.378	43.119	4.722	-31.626	297.5	0.63
L12	greenhouse	58	block2	BM	ENVw	B1	1.384	8.949	1.235	11.568	1.235	32.5	1.828	42.351	4.428	-32.250	215.7	0.56
L12	greenhouse	59	block2	BM	ENVw	B1	1.709	8.838	1.320	11.867	1.320	28.5	2.099	41.104	4.353	-32.431	198.8	0.60
L12	greenhouse	60	block2	BM	ENVw	B1	1.897	7.729	1.409	11.035	1.409	30.5	1.542	40.416	4.375	-32.127	224.2	0.61
L12	greenhouse	61	block2	BM	ENVb	B1	1.211	9.021	1.318	11.550	1.318	35.2	1.618	40.900	4.609	-32.022	104.3	0.57
L12	greenhouse	62	block2	BM	ENVb	B1	2.494	8.484	1.456	12.435	1.456	33.8	1.660	41.773	4.402	-31.669	283.4	0.69
L12	greenhouse	63	block2	BM	ENVb	B1	1.934	7.891	2.383	12.209	2.383	30.5		41.001	3.632	-31.850	203.0	0.69
L12	greenhouse	64	block2	BM	GENw	B1	1.940	9.745	2.010	13.695	2.010	37.0	1.776	43.354	5.017	-31.097	338.4	0.67
L12	greenhouse	65	block2	BM	GENw	B1	2.416	9.228	1.895	13.539	1.895	37.3	1.537	43.546	5.096	-31.254	269.3	0.70
L12	greenhouse	66	block2	BM	GENw	B1	1.824	10.056	1.911	13.791	1.911	35.2	2.289	40.896	4.630	-31.088	145.2	0.55
L12	greenhouse	67	block2	BM	GENb	B1	1.368	9.972	1.306	12.646	1.306	34.8		42.250	4.080	-32.080	314.4	0.46
L12	greenhouse	68	block2	BM	GENb	B1	1.673	10.563	2.164	14.400	2.164	35.2	1.172	41.719	5.188	-30.782	332.8	0.91
L12	greenhouse	69	block2	BM	GENb	B1	1.725	9.177	1.710	12.611	1.710	32.7	1.765	40.949	4.444	-31.200	317.3	0.63
L12	greenhouse	70	block2	BM	ENVw+GENw	B1	1.637	8.249	1.427	11.313	1.427	37.7	2.095	38.831	4.227	-32.060	242.5	0.62
L12	greenhouse	71	block2	BM	ENVw+GENw	B1	2.548	9.421	1.422	13.390	1.422	33.0	1.949	41.489	4.262	-30.991	232.7	0.62
L12	greenhouse	72	block2	BM	ENVw+GENw	B1	1.500	10.790	1.930	14.219	1.930	36.3	1.899	40.521	3.921	-30.800	283.4	0.74
L13	greenhouse	1	block1	B	CTR	B1	0.865	2.246	0.793	3.904	0.793	26.6	2.212	34.088	5.160	-30.345	128.5	0.47
L13	greenhouse	2	block1	B	CTR	B1	0.716	1.752	0.673	3.141	0.673	24.3	1.869	34.847	3.913	-30.817	121.4	0.45
L13	greenhouse	3	block1	B	CTR	B1	0.780	2.244	1.437	4.460	1.437	32.4	2.535	47.646	4.994	-31.148	128.4	0.39
L13	greenhouse	4	block1	B	ENVw	B1	0.857	1.826	0.640	3.322	0.640	28.4	2.837	50.434	3.085	-31.495	122.5	0.48
L13	greenhouse	5	block1	B	ENVw	B1	0.670	1.203	1.009	2.883	1.009	29.3	2.676	42.937	3.943	-31.758	113.6	0.48
L13	greenhouse	6	block1	B	ENVw	B1	0.776	1.729	1.750	4.255	1.750	36.0	2.765	44.467	3.079	-32.451	121.1	0.47
L13	greenhouse	7	block1	B	ENVb	B1	0.705	1.361	0.451	2.518	0.451	23.0	3.082	40.054			115.9	0.49
L13	greenhouse	8	block1	B	ENVb	B1	0.709	1.897	0.462	3.068	0.462	42.3	2.698	40.280			123.5	0.47
L13	greenhouse	9	block1	B	ENVb	B1	0.954	2.124	0.484	3.562	0.484	33.8	2.805	47.566	5.265	-31.184	126.7	0.41
L13	greenhouse	10	block1	B	GENw	B2	0.592	2.738	2.164	5.495	2.164	46.8	2.761	38.019			135.5	0.40
L13	greenhouse	11	block1	B	GENw	B2	1.152	2.805	2.710	6.666	2.710	36.9	2.265	35.004			136.4	0.36
L13	greenhouse	12	block1	B	GENw	B2	0.692	2.607	2.118	5.416	2.118	45.5	2.459	40.704			133.6	0.47
L13	greenhouse	13	block1	B	GENb	B1	1.022	2.383	1.213	4.618	1.213	36.0	2.703	37.799			130.4	0.52
L13	greenhouse	14	block1	B	GENb	B2	0.687	1.907	1.492	4.085	1.492	47.7	2.593	44.195			123.6	0.47
L13	greenhouse	15	block1	B	GENb	B2	0.688	1.495	0.611	2.794	0.611	39.6	2.851	41.563			117.8	0.43
L13	greenhouse	16	block1	B	ENVw+GENw	B2	0.770	2.766	1.189	4.725	1.189	45.0	3.450	42.465			135.9	0.41
L13	greenhouse	17	block1	B	ENVw+GENw	B2	0.779	3.261	1.917	5.957	1.917	49.5	2.437	38.650			142.9	0.38
L13	greenhouse	18	block1	B	ENVw+GENw	B2	0.749	2.064	2.129	4.943	2.129	46.8	2.361	39.163			125.9	0.49
L13	greenhouse	19	block1	BM	CTR	B1	0.090	3.496	1.766	5.353	1.766	18.0	2.795	47.796			146.3	0.41
L13	greenhouse	20	block1	BM	CTR	B1	0.166	3.376	4.920	8.461	4.920	16.2	2.274	45.515			144.5	0.41
L13	greenhouse	21	block1	BM	CTR	B1	0.113	3.148	1.702	4.963	1.702	26.1	1.841	38.150	3.223	-30.278	141.3	0.46
L13	greenhouse	22	block1	BM	ENVw	B1	0.107	2.375	0.758	3.240	0.758	20.7			3.270	-32.006	130.3	0.52
